time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.name,.position,.velocity,.effort
1970/01/01/01:00:48.833000,2436,48,833000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.317048627722941, -0.04781675188893608, 0.956900879522288, -2.1663348769954727, 0.0060907337787190485, 1.137396613480897, -2.1917819205233897, 0.0069821049839298155, 1.1056496103401674, -2.3194180891359837, 0.02816411690367726, 1.0055990233539926)","(0.7923088344241371, -1.510377594089027, -7.19363696077503, 0.3086895200296389, 0.34778760698857314, 1.534531754562885, 0.3070987236796554, -0.3384052456480574, 2.1032753009267973, 0.6068466494866076, 0.9258936351549363, -5.5231223560405835)","(-0.4291407875542428, 0.9011149340776692, 0.35021289819610324, 9.579113766805017, 2.6162423844570992, -3.1632706928451237, 16.09712114176998, -2.7387842952203196, 5.129140495486414, -0.34937047756865924, -0.8244934497666674, 0.3084555074145001)"
1970/01/01/01:00:48.853000,2437,48,853000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.282010791026895, -0.07400210269350893, 0.8227559625177099, -2.1653086312848338, 0.01396339429222504, 1.1715950534228465, -2.1917115492166293, 0.0008353199283082091, 1.151624929339338, -2.2908655889819878, 0.04410216038822501, 0.9012020497689797)","(2.451722721168613, -1.1048063275716005, -5.979986670427042, 0.40220879611694627, 0.3959676179572188, 1.5317970317247918, 0.4686612435217543, -0.30990568871164503, 2.070991103044914, 2.068164767495253, 0.6808604611759635, -4.744197150550011)","(-0.3135486570700152, 0.9600785959819755, 0.559162807289427, 8.955063528517865, 2.614574496736515, -3.45961473398836, 16.40584093785234, -2.6765706138521184, 4.070862122200319, -0.312010427822611, -0.9256946339329573, 0.5108113385476152)"
1970/01/01/01:00:48.876000,2438,48,873000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.217795677140529, -0.08775681972786309, 0.7327475198587026, -2.162820310684342, 0.02284448630647251, 1.2061933080783183, -2.1884602898170957, -0.004796547239024562, 1.1972463304673662, -2.238039097031094, 0.05275067197543759, 0.8289742782668359)","(3.646957516541128, -0.33925194578187806, -3.2184254849258807, 0.4434828430092359, 0.42437342853800253, 1.540420706404862, 0.6635071354153912, -0.31497757234948576, 2.0002762232654256, 0.3387499951818014, 0.3559872187413605, -1.521386025038796)","(-0.14498760335501348, 1.0475147813883565, 0.8461559942616175, 8.636479528541429, 2.473816458126796, -4.055046729769547, 16.21049372919403, -2.646108952892167, 3.1379143800370786, -0.2175401183722636, -0.9616100599829963, 0.7494336234393781)"
1970/01/01/01:00:48.893000,2439,48,893000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.142626876850935, -0.08234892947381134, 0.7047464368122682, -2.1625574772134044, 0.04676981391509205, 1.2235988512496059, -2.1699448239364925, -0.00936820011450834, 1.2262524374301984, -2.216399423595611, 0.04481201761829379, 0.817336358692831)","(3.817243991745328, 0.5129138404393966, 0.3379381504519179, 0.4004153635953618, 0.9470068329652527, 0.5415618550265358, 1.6041644502144736, -0.5244624794597261, 1.5003147571606785, 2.2432308113246675, -0.08817818473963157, -0.4266648863541703)","(0.1501288507304155, 0.7666587695259333, 1.3893410374782422, 9.689813745585138, -3.5174010497586794, 4.246865440761829, 9.70862238152101, -1.5238683511384272, 7.782161462671458, 21.117936153538242, -1.0728143930099638, -2.2278670930752127)"
1970/01/01/01:00:48.913000,2440,48,913000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.09431793969188, -0.07026839768758197, 0.7430562066082951, -2.151682558012535, 0.06076188671511584, 1.243133095258023, -2.13731037880339, -0.017927197783851767, 1.2680792242779688, -2.1812358407621355, 0.04071736770803458, 0.8146825993255131)","(1.2546969118658464, 0.8077317450610908, 3.2517514942761605, 0.999761261744708, 0.5564860561410985, 1.9410517499382416, 1.4721944272830116, -0.4111857444087913, 3.0569687540558528, 1.7233640300683983, -0.5897489511848963, 0.6685087926207447)","(-0.32773282938974724, 1.303467814502308, 0.6043300340925244, 4.071381416679943, -0.7121668298024715, 3.7690457477889256, 6.158918986098208, -2.389816565761751, 3.0093723629078495, 12.781458810842386, 0.13653692162609576, 10.128940375005865)"
1970/01/01/01:00:48.934000,2441,48,933000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.087925271455611, -0.05541194694504625, 0.8003676968517048, -2.1551444810789686, 0.07590449444724623, 1.3129887309162713, -2.1257542142247576, -0.03278155153223494, 1.3556536801704349, -2.161660144261713, 0.031832908702230434, 0.837260993934489)","(-0.04032068674296596, 0.6568357207010302, 2.5557496394018346, -1.30120100942906, 0.702799054084247, 3.9731383499100437, -0.43010146101026603, -0.7035119545113182, 4.79861686656432, 0.788880963443509, -0.3635649989891978, 1.388503507125892)","(-0.09114046705996613, -0.15615431293539728, -0.2097151565917832, -0.5799743847276915, -0.460094986118496, 0.09995247246608852, -0.6628600102811948, 0.04381801636947946, -0.2513250041129105, 8.498714030801102, 0.12111605854236052, 6.939482453464528)"
1970/01/01/01:00:48.953000,2442,48,953000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1001940398254275, -0.03913014234321022, 0.8501436678532013, -2.1961922896933554, 0.08631596643205164, 1.3873708453122813, -2.1533406329387574, -0.04432855251250878, 1.4419250729570745, -2.154436203348374, 0.02648493689565168, 0.8682931300428018)","(-1.5517068976644257, 1.6295658752791993, 2.583023141790997, -2.3762710851106155, 0.22680459751622895, 3.28280187643635, -1.8852552747881917, -0.6077049077723207, 3.6163320201945854, 0.2133866826798183, -0.521365189359787, 1.7039557258179627)","(9.487818490069461, -7.472120979178292, -1.0437045327974204, -0.34336571853184594, 1.1676246159266914, -0.718932105073697, -0.9108433075491371, 1.1672117671165398, -0.26186837607916846, 8.777478825998537, 0.9449205229941202, 5.3625611214363715)"
1970/01/01/01:00:48.973000,2443,48,973000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.130730785453758, -0.02123646472605234, 0.9063882405891945, -2.241228478483002, 0.08862468929126788, 1.429855794835353, -2.1946544487242896, -0.050275233411115394, 1.489038880267577, -2.162702862163197, 0.017009309863410316, 0.9013394882951058)","(-0.9409886118562285, 0.500645297392192, 2.640717558069006, -2.283844044444699, 0.17794102753153881, 1.527413382586222, -2.251306755238542, -0.1414059987935705, 1.7523162701160313, -0.31810724901446696, -0.5946259336405636, 1.6646207625767282)","(10.697828783851433, -2.31888242209183, -4.2271370072846155, -0.35746663189487293, -0.6800422673463012, 0.31511071906681876, -0.262309081213437, 0.6546890406324354, 0.1954407257171331, 13.303363185145686, 2.2647835172093855, 5.671984394620826)"
1970/01/01/01:00:48.993000,2444,48,993000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1533521684192864, -0.012643252189000087, 0.9585806163038431, -2.2756062630808778, 0.07977419814258013, 1.417199217679082, -2.2370511016053385, -0.0452487418330092, 1.476299889679698, -2.1720522118455197, 0.0058542885881900375, 0.9343308551858245)","(-0.4809230297913798, 0.42227186996682725, 2.35935272464339, -1.5788040874582996, -0.6114749851455171, -1.6507370764212566, -2.1662512653761175, 0.35357764703667677, -1.8052106462176956, -0.11766229252119409, -0.5160931824929316, 1.558894183326712)","(12.437727118835317, -1.7450605661360554, -4.356014415893188, -0.20191041362085338, -1.1133916857113357, 0.12089005574269907, -0.15374350686157445, 0.38802621681212146, -0.21124917773855945, 13.976915137834064, 2.841609283124858, 6.206000790587872)"
1970/01/01/01:00:49.013000,2445,49,13000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1662415650537143, -0.0041718977355911235, 1.007376950931298, -2.3075747315705044, 0.07471546899863402, 1.3597923857402758, -2.269574419551903, -0.019094292968823368, 1.3993437035988538, -2.1788555082279366, -0.002992180482181084, 0.9681069804261124)","(0.04498885367022165, 0.36481759968724875, 2.171247162400822, -1.8127266790505665, 0.4154808083146974, -3.698501039541789, -1.161391334609994, 2.152868805515276, -5.357993669502316, 0.004687010002382808, -0.4590808440806564, 1.6226101573188159)","(11.686611950493809, -0.6755100694666711, -3.2366339896726917, -2.498178101493843, 1.9430066481618367, 1.540582204999958, 1.5666433193362588, 3.469054791917293, -0.5912595305621693, 15.583625302937266, 3.467374363856208, 6.041730117017767)"
1970/01/01/01:00:49.033000,2446,49,33000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1697443309516933, 0.0021912121992855305, 1.0524465337353286, -2.320712922125221, 0.05056534866305196, 1.2695470961723778, -2.297873893077659, -0.004087331576937636, 1.2919262052340628, -2.1830097832179796, -0.013381201875244386, 1.001457585871)","(0.40439810379575447, 0.5523426480817937, 1.9864915729489558, -0.2684232392538366, -1.7372347270660262, -4.814912497958287, -1.2924548899309407, 0.30249523914439536, -5.630416791453629, 0.23454769975894219, -0.29138885298012407, 1.480271022121925)","(12.124180970478239, -1.1746153376527664, -4.84214271103116, -0.35127145376509106, -1.722050442644052, 0.5536277572917854, -0.3193082792172186, 0.13958082003199812, 0.12795263557612024, 14.587571983349712, 3.7575610879157533, 5.794330696515825)"
1970/01/01/01:00:49.052000,2447,49,53000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.165955400311045, 0.015689592805421704, 1.094371279035527, -2.3173395838615383, 0.009178364437700814, 1.1672871770332076, -2.3161299999747946, -0.002409532978642659, 1.1701746300133333, -2.183777335342212, -0.01610958198432577, 1.034041481059659)","(0.7713348361685932, 0.7575154934919447, 1.8081179693466929, 0.30725453652308676, -2.163255499430533, -5.198132492938367, -0.7784775759695748, -0.008991464445481157, -6.264718171476113, 0.30927613008598986, -0.02731157479150015, 1.5072116789929781)","(11.082072660472583, -1.9919126608345699, -5.2263799243092866, -0.4845546276025038, -1.2246978427132538, 0.48195637272748293, -0.39371981859037275, 0.6451759288408694, 0.3115252544852094, 14.344445920314614, 3.029717840156734, 5.123248046999491)"
1970/01/01/01:00:49.073000,2448,49,73000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1553684842392755, 0.030958699452309446, 1.1322887825040615, -2.2959786597269805, -0.03652826897636974, 1.0583152284337043, -2.31325984413382, -0.003841308168668789, 1.0342041910227255, -2.1828654940907217, -0.015935302808117946, 1.0665281128787703)","(1.0353337984462219, 0.7742678996533598, 1.6012743110615046, 1.4726122614585329, -2.244145489093367, -5.466746271422576, 0.6496101044655944, -0.12774556077909283, -6.934995168204247, 0.39897499501717926, 0.045532967579881345, 1.4627820083521943)","(10.089281109129864, -2.2533465223133744, -5.231106208290864, -0.4782774754443806, -1.084884928074552, 0.47696175459091705, -0.5613269256987454, 0.6103094591022652, 0.39047354101145615, 14.199634727855768, 2.6770848655989554, 4.664631451994171)"
1970/01/01/01:00:49.093000,2449,49,93000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1400215178232944, 0.04657927153938335, 1.1670213113559234, -2.2551265559640985, -0.07830948492850442, 0.9521995907183651, -2.2850219297550316, -0.005826083059044862, 0.8986962646222203, -2.18081183011423, -0.014722670705172192, 1.0989087396655757)","(1.1873381381466386, 0.7782937489600512, 1.4753360998165714, 2.467293655610621, -1.9043968465560044, -5.059680871334194, 1.9754370514679964, -0.11631567397579023, -6.458895324718699, 0.4566967762625139, 0.07263602217224085, 1.4378993334931205)","(8.929249525553137, -2.5141037077120436, -5.20677703836147, -0.33511782171298776, -0.9981823553584701, 0.42339280253465894, -0.3533383961179082, 0.8741776374486399, 0.38994467040462766, 14.153692839453836, 2.400842724413269, 4.064101468666109)"
1970/01/01/01:00:49.113000,2450,49,113000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.121515466929697, 0.062463018120518576, 1.1999066289341442, -2.1938854991823646, -0.10725652486024462, 0.86413073457941, -2.229806674335901, -0.0073579204404197185, 0.7887915998432895, -2.177715968659319, -0.0133075527479809, 1.1312909417951023)","(1.2893986585265762, 0.7855732304662467, 1.4101220573387252, 3.4369458113498164, -1.0764655386592383, -3.7803162572241806, 3.26877605280714, -0.08644808297425077, -4.575349411354121, 0.5270650215976357, 0.06714232099215922, 1.4139045937091204)","(7.8778182794156235, -2.9384903111644056, -5.5680103214317835, -0.19047732350768243, -0.7934193074215421, 0.5549629208852043, -0.25095911157739526, 0.94424859200207, 0.6534329033315327, 14.073283811746506, 2.1946235630955524, 3.3083341909256454)"
1970/01/01/01:00:49.133000,2451,49,133000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.1022207480298363, 0.07675662582584497, 1.2291172163977375, -2.119827713580282, -0.11675981021728798, 0.8099977454308025, -2.181068923912001, -0.0074760240619715645, 0.7392029806527489, -2.171363952226123, -0.012049777120546779, 1.1601896479329898)","(1.0572890836528608, 0.270530663829936, 0.6735467331514625, 3.7999998712541148, -0.1566711277156428, -1.7668426141997864, 1.2118760070151438, 0.3622302915808492, -0.4437730847990633, 0.9744537506215154, 0.0511291088099155, 0.6567479248881007)","(8.777951943672756, -0.6588150509452715, -2.2982540626798835, 0.770967397873001, 1.238829118343364, 1.5591418610333285, 20.802668246635154, -1.3113415969123228, -6.852581558307236, 11.683768360857215, 1.9718926205248766, 6.802161233951027)"
1970/01/01/01:00:49.153000,2452,49,153000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.085680594013887, 0.07580361331890373, 1.2360751898992604, -2.0543523929204195, -0.10333221314854324, 0.8041967572360873, -2.159083869859071, -0.004579842198418227, 0.7458630159559476, -2.1480371746528544, -0.0072466898671734725, 1.1802193252935425)","(1.4464315129402983, 0.21463166630820774, 0.46522094722160834, 2.6516795581936, 1.139240402976756, 0.8731397772665483, 1.9116604945284164, 0.08677462340756142, 0.16340965716691502, 1.4381998653324406, 0.1818193236439981, 1.4588662202683242)","(7.695774356527595, 3.1712805515231883, 2.9697243572755836, -0.2521248619297811, -0.7553206208629679, 0.5195179198343671, 17.918328285476665, -0.11747477005924822, 7.638673702933961, 5.681062439466492, 0.5712165973060023, 3.9017784661353145)"
1970/01/01/01:00:49.175000,2453,49,173000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.0529580863801042, 0.0897873601335677, 1.2669450463806786, -2.0382999345364574, -0.08265311408659048, 0.8379844749217815, -2.1398545281347534, -0.0017711584137929393, 0.7687879930478054, -2.1294153986159294, -0.00420789687775347, 1.228177123619516)","(1.3482047840335336, 1.2166518912127822, 2.7556387493631096, -0.007532293823303782, 0.8044097031731993, 1.9287458104613675, 0.6619043182311988, 0.0753104068008773, 1.708765214710157, 0.45081067168204747, 0.20086056798147556, 3.6093211419999953)","(0.11415703233696384, 1.3831337486052293, 0.40391584513105805, -0.1374045038581857, -0.08021183012747812, -0.4875995036022407, 9.581086110580657, -0.590644499934242, 7.775438696209197, 0.21712815979444677, -0.18845591406901563, 0.28064474712509835)"
1970/01/01/01:00:49.193000,2454,49,193000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.0585428937559422, 0.11303210383261497, 1.3317411915480193, -2.045870103841274, -0.06855998101877514, 0.874469005492216, -2.1370570838924996, -0.0040011406967890295, 0.806492267577438, -2.1506330210685096, -0.0004764432158683718, 1.3066309708255623)","(-1.1308305981061588, 1.0906694286613792, 3.2169568183429766, -0.5081459890968798, 0.6871701843066522, 1.759676167982397, 0.07341357823263284, -0.13822250827404425, 1.9963645336045206, -1.8210366680703851, 0.13612533918433334, 3.761172377003864)","(-0.20933603597169625, 0.23497133045623309, -0.25254738420517775, -0.042514958838792305, -0.0070992875918547416, 0.0032871782011363315, 9.081799127358256, 1.267170080313019, 6.298709276314087, -0.34369104896661895, -0.2732577599110617, -0.31889290929879)"
1970/01/01/01:00:49.213000,2455,49,213000000,,"['FL_calf_joint', 'FL_hip_joint', 'FL_thigh_joint', 'FR_calf_joint', 'FR_hip_joint', 'FR_thigh_joint', 'RL_calf_joint', 'RL_hip_joint', 'RL_thigh_joint', 'RR_calf_joint', 'RR_hip_joint', 'RR_thigh_joint']","(-2.089996534917895, 0.12752131757586405, 1.3923507555734105, -2.065873335717564, -0.059615207505988366, 0.9093313828636722, -2.1418927218242514, -0.008075349916301988, 0.8427901325250069, -2.1873292756707112, -0.0013937683644087429, 1.3716704353546731)","(-1.7706355794487774, 0.5111744319773286, 2.8049815516565255, -1.9148495674587531, -0.13054113559517733, 2.0305862841683973, -0.2352025926528527, 0.21677498195895517, 1.6613931686228554, -1.7599689215792371, -0.034192826411202804, 2.720376072498483)","(-0.45446928280238374, -1.703388101256392, -1.5369488261798558, 9.88199506965227, 6.348618033929165, -4.149288839596246, 11.171434416375092, 1.337691505177098, 5.8727938256202785, -0.9524489250303048, -1.83222058115381, -0.21386081844985938)"
